"state","year","month","births","time"
"pennsylvania","1932","jan",14979,1932-01-01
"rhode island","1932","jan",929,1932-01-01
"south carolina","1932","jan",3269,1932-01-01
"south dakota","1932","jan",1160,1932-01-01
"tennessee","1932","jan",4550,1932-01-01
"texas","1932","jan",NA,1932-01-01
"utah","1932","jan",992,1932-01-01
"vermont","1932","jan",536,1932-01-01
"virginia","1932","jan",4433,1932-01-01
"washington","1932","jan",1738,1932-01-01
"west virginia","1932","jan",3337,1932-01-01
"wisconsin","1932","jan",4616,1932-01-01
"wyoming","1932","jan",350,1932-01-01
"alabama","1932","feb",5350,1932-02-01
"alaska","1932","feb",NA,1932-02-01
"arizona","1932","feb",740,1932-02-01
"arkansas","1932","feb",3430,1932-02-01
"california","1932","feb",6191,1932-02-01
"colorado","1932","feb",1420,1932-02-01
"connecticut","1932","feb",1998,1932-02-01
"delaware","1932","feb",345,1932-02-01
"district of columbia","1932","feb",813,1932-02-01
"florida","1932","feb",2297,1932-02-01
"georgia","1932","feb",5166,1932-02-01
"hawaii","1932","feb",NA,1932-02-01
"idaho","1932","feb",746,1932-02-01
"illinois","1932","feb",9572,1932-02-01
"indiana","1932","feb",4545,1932-02-01
"iowa","1932","feb",3377,1932-02-01
"kansas","1932","feb",2562,1932-02-01
"kentucky","1932","feb",5219,1932-02-01
"louisiana","1932","feb",3741,1932-02-01
"maine","1932","feb",1378,1932-02-01
"maryland","1932","feb",2399,1932-02-01
"massachusetts","1932","feb",5554,1932-02-01
"michigan","1932","feb",7174,1932-02-01
"minnesota","1932","feb",3862,1932-02-01
"mississippi","1932","feb",3892,1932-02-01
"missouri","1932","feb",5089,1932-02-01
"montana","1932","feb",743,1932-02-01
"nebraskaa","1932","feb",2134,1932-02-01
"nevada","1932","feb",103,1932-02-01
"new hampshire","1932","feb",613,1932-02-01
"new jersey","1932","feb",5162,1932-02-01
"new mexico","1932","feb",1008,1932-02-01
"new york","1932","feb",16233,1932-02-01
"north carolina","1932","feb",6046,1932-02-01
"north dakota","1932","feb",1164,1932-02-01
"ohio","1932","feb",8754,1932-02-01
"oklahoma","1932","feb",3589,1932-02-01
"oregon","1932","feb",1072,1932-02-01
"pennsylvania","1932","feb",13950,1932-02-01
"rhode island","1932","feb",905,1932-02-01
"south carolina","1932","feb",3105,1932-02-01
"south dakota","1932","feb",1083,1932-02-01
"tennessee","1932","feb",4512,1932-02-01
"texas","1932","feb",NA,1932-02-01
"utah","1932","feb",946,1932-02-01
"vermont","1932","feb",488,1932-02-01
"virginia","1932","feb",4623,1932-02-01
"washington","1932","feb",1714,1932-02-01
"west virginia","1932","feb",3366,1932-02-01
"wisconsin","1932","feb",4410,1932-02-01
"wyoming","1932","feb",347,1932-02-01
"alabama","1932","mar",5713,1932-03-01
"alaska","1932","mar",NA,1932-03-01
"arizona","1932","mar",796,1932-03-01
"arkansas","1932","mar",3364,1932-03-01
"california","1932","mar",6443,1932-03-01
"colorado","1932","mar",1504,1932-03-01
"connecticut","1932","mar",2062,1932-03-01
"delaware","1932","mar",381,1932-03-01
"district of columbia","1932","mar",819,1932-03-01
"florida","1932","mar",2458,1932-03-01
"georgia","1932","mar",5480,1932-03-01
"hawaii","1932","mar",NA,1932-03-01
"idaho","1932","mar",796,1932-03-01
"illinois","1932","mar",9521,1932-03-01
"indiana","1932","mar",4487,1932-03-01
"iowa","1932","mar",3494,1932-03-01
"kansas","1932","mar",2643,1932-03-01
"kentucky","1932","mar",5663,1932-03-01
"louisiana","1932","mar",3792,1932-03-01
"maine","1932","mar",1402,1932-03-01
"maryland","1932","mar",2589,1932-03-01
"massachusetts","1932","mar",5847,1932-03-01
"michigan","1932","mar",7506,1932-03-01
"minnesota","1932","mar",4009,1932-03-01
"mississippi","1932","mar",4073,1932-03-01
"missouri","1932","mar",5078,1932-03-01
"montana","1932","mar",807,1932-03-01
"nebraskaa","1932","mar",2156,1932-03-01
"nevada","1932","mar",110,1932-03-01
"new hampshire","1932","mar",696,1932-03-01
"new jersey","1932","mar",5370,1932-03-01
"new mexico","1932","mar",1122,1932-03-01
"new york","1932","mar",17469,1932-03-01
"north carolina","1932","mar",6690,1932-03-01
"north dakota","1932","mar",1238,1932-03-01
"ohio","1932","mar",9025,1932-03-01
"oklahoma","1932","mar",3408,1932-03-01
"oregon","1932","mar",1106,1932-03-01
"pennsylvania","1932","mar",14818,1932-03-01
"rhode island","1932","mar",940,1932-03-01
"south carolina","1932","mar",3533,1932-03-01
"south dakota","1932","mar",1129,1932-03-01
"tennessee","1932","mar",4854,1932-03-01
"texas","1932","mar",NA,1932-03-01
"utah","1932","mar",1028,1932-03-01
"vermont","1932","mar",550,1932-03-01
"virginia","1932","mar",5053,1932-03-01
"washington","1932","mar",1917,1932-03-01
"west virginia","1932","mar",3729,1932-03-01
"wisconsin","1932","mar",4565,1932-03-01
"wyoming","1932","mar",360,1932-03-01
"alabama","1932","apr",5443,1932-04-01
"alaska","1932","apr",NA,1932-04-01
"arizona","1932","apr",709,1932-04-01
"arkansas","1932","apr",2861,1932-04-01
"california","1932","apr",6160,1932-04-01
"colorado","1932","apr",1554,1932-04-01
"connecticut","1932","apr",1909,1932-04-01
"delaware","1932","apr",365,1932-04-01
"district of columbia","1932","apr",776,1932-04-01
"florida","1932","apr",2075,1932-04-01
"georgia","1932","apr",5551,1932-04-01
"hawaii","1932","apr",NA,1932-04-01
"idaho","1932","apr",737,1932-04-01
"illinois","1932","apr",7760,1932-04-01
"indiana","1932","apr",3742,1932-04-01
"iowa","1932","apr",2959,1932-04-01
"kansas","1932","apr",2263,1932-04-01
"kentucky","1932","apr",4866,1932-04-01
"louisiana","1932","apr",3203,1932-04-01
"maine","1932","apr",1400,1932-04-01
"maryland","1932","apr",2263,1932-04-01
"massachusetts","1932","apr",5509,1932-04-01
"michigan","1932","apr",6849,1932-04-01
"minnesota","1932","apr",3571,1932-04-01
"mississippi","1932","apr",4008,1932-04-01
"missouri","1932","apr",4215,1932-04-01
"montana","1932","apr",767,1932-04-01
"nebraskaa","1932","apr",1917,1932-04-01
"nevada","1932","apr",111,1932-04-01
"new hampshire","1932","apr",635,1932-04-01
"new jersey","1932","apr",4844,1932-04-01
"new mexico","1932","apr",1121,1932-04-01
"new york","1932","apr",16052,1932-04-01
"north carolina","1932","apr",6851,1932-04-01
"north dakota","1932","apr",1169,1932-04-01
"ohio","1932","apr",7605,1932-04-01
"oklahoma","1932","apr",3071,1932-04-01
"oregon","1932","apr",1022,1932-04-01
"pennsylvania","1932","apr",13410,1932-04-01
"rhode island","1932","apr",930,1932-04-01
"south carolina","1932","apr",3666,1932-04-01
"south dakota","1932","apr",1036,1932-04-01
"tennessee","1932","apr",4273,1932-04-01
"texas","1932","apr",NA,1932-04-01
"utah","1932","apr",1068,1932-04-01
"vermont","1932","apr",515,1932-04-01
"virginia","1932","apr",4627,1932-04-01
"washington","1932","apr",1791,1932-04-01
"west virginia","1932","apr",3257,1932-04-01
"wisconsin","1932","apr",4069,1932-04-01
"wyoming","1932","apr",367,1932-04-01
"alabama","1932","may",5385,1932-05-01
"alaska","1932","may",NA,1932-05-01
"arizona","1932","may",744,1932-05-01
"arkansas","1932","may",3132,1932-05-01
"california","1932","may",6393,1932-05-01
"colorado","1932","may",1541,1932-05-01
"connecticut","1932","may",1956,1932-05-01
"delaware","1932","may",332,1932-05-01
"district of columbia","1932","may",778,1932-05-01
"florida","1932","may",1886,1932-05-01
"georgia","1932","may",5678,1932-05-01
"hawaii","1932","may",NA,1932-05-01
"idaho","1932","may",706,1932-05-01
"illinois","1932","may",8915,1932-05-01
"indiana","1932","may",4286,1932-05-01
"iowa","1932","may",3247,1932-05-01
"kansas","1932","may",2480,1932-05-01
"kentucky","1932","may",5085,1932-05-01
"louisiana","1932","may",3249,1932-05-01
"maine","1932","may",1481,1932-05-01
"maryland","1932","may",2338,1932-05-01
"massachusetts","1932","may",5771,1932-05-01
"michigan","1932","may",7155,1932-05-01
"minnesota","1932","may",3841,1932-05-01
"mississippi","1932","may",3943,1932-05-01
"missouri","1932","may",4568,1932-05-01
"montana","1932","may",836,1932-05-01
"nebraskaa","1932","may",2087,1932-05-01
"nevada","1932","may",104,1932-05-01
"new hampshire","1932","may",657,1932-05-01
"new jersey","1932","may",5030,1932-05-01
"new mexico","1932","may",1235,1932-05-01
"new york","1932","may",16579,1932-05-01
"north carolina","1932","may",7237,1932-05-01
"north dakota","1932","may",1224,1932-05-01
"ohio","1932","may",8200,1932-05-01
"oklahoma","1932","may",3270,1932-05-01
"oregon","1932","may",1130,1932-05-01
"pennsylvania","1932","may",14116,1932-05-01
"rhode island","1932","may",875,1932-05-01
"south carolina","1932","may",3836,1932-05-01
"south dakota","1932","may",1113,1932-05-01
"tennessee","1932","may",4716,1932-05-01
"texas","1932","may",NA,1932-05-01
"utah","1932","may",995,1932-05-01
"vermont","1932","may",576,1932-05-01
"virginia","1932","may",4779,1932-05-01
"washington","1932","may",1861,1932-05-01
"west virginia","1932","may",3383,1932-05-01
"wisconsin","1932","may",4517,1932-05-01
"wyoming","1932","may",366,1932-05-01
"alabama","1932","jun",4884,1932-06-01
"alaska","1932","jun",NA,1932-06-01
"arizona","1932","jun",686,1932-06-01
"arkansas","1932","jun",2919,1932-06-01
"california","1932","jun",6589,1932-06-01
"colorado","1932","jun",1505,1932-06-01
"connecticut","1932","jun",1958,1932-06-01
"delaware","1932","jun",335,1932-06-01
"district of columbia","1932","jun",835,1932-06-01
"florida","1932","jun",1912,1932-06-01
"georgia","1932","jun",5087,1932-06-01
"hawaii","1932","jun",NA,1932-06-01
"idaho","1932","jun",733,1932-06-01
"illinois","1932","jun",9439,1932-06-01
"indiana","1932","jun",4382,1932-06-01
"iowa","1932","jun",3366,1932-06-01
"kansas","1932","jun",2472,1932-06-01
"kentucky","1932","jun",4896,1932-06-01
"louisiana","1932","jun",3099,1932-06-01
"maine","1932","jun",1340,1932-06-01
"maryland","1932","jun",2255,1932-06-01
"massachusetts","1932","jun",5779,1932-06-01
"michigan","1932","jun",7186,1932-06-01
"minnesota","1932","jun",3930,1932-06-01
"mississippi","1932","jun",3497,1932-06-01
"missouri","1932","jun",4855,1932-06-01
"montana","1932","jun",711,1932-06-01
"nebraskaa","1932","jun",2087,1932-06-01
"nevada","1932","jun",99,1932-06-01
"new hampshire","1932","jun",602,1932-06-01
"new jersey","1932","jun",4995,1932-06-01
"new mexico","1932","jun",1083,1932-06-01
"new york","1932","jun",16875,1932-06-01
"north carolina","1932","jun",6759,1932-06-01
"north dakota","1932","jun",1114,1932-06-01
"ohio","1932","jun",8470,1932-06-01
"oklahoma","1932","jun",3064,1932-06-01
"oregon","1932","jun",1075,1932-06-01
"pennsylvania","1932","jun",13802,1932-06-01
"rhode island","1932","jun",955,1932-06-01
"south carolina","1932","jun",3460,1932-06-01
"south dakota","1932","jun",1071,1932-06-01
"tennessee","1932","jun",4401,1932-06-01
"texas","1932","jun",NA,1932-06-01
"utah","1932","jun",1009,1932-06-01
"vermont","1932","jun",509,1932-06-01
"virginia","1932","jun",4553,1932-06-01
"washington","1932","jun",1800,1932-06-01
"west virginia","1932","jun",3151,1932-06-01
"wisconsin","1932","jun",4601,1932-06-01
"wyoming","1932","jun",369,1932-06-01
"alabama","1932","july",5036,1932-07-01
"alaska","1932","july",NA,1932-07-01
"arizona","1932","july",694,1932-07-01
"arkansas","1932","july",2863,1932-07-01
"california","1932","july",6842,1932-07-01
"colorado","1932","july",1491,1932-07-01
"connecticut","1932","july",2067,1932-07-01
"delaware","1932","july",402,1932-07-01
"district of columbia","1932","july",910,1932-07-01
"florida","1932","july",2175,1932-07-01
"georgia","1932","july",5275,1932-07-01
"hawaii","1932","july",NA,1932-07-01
"idaho","1932","july",806,1932-07-01
"illinois","1932","july",9952,1932-07-01
"indiana","1932","july",4626,1932-07-01
"iowa","1932","july",3478,1932-07-01
"kansas","1932","july",2749,1932-07-01
"kentucky","1932","july",4728,1932-07-01
"louisiana","1932","july",3469,1932-07-01
"maine","1932","july",1460,1932-07-01
"maryland","1932","july",2399,1932-07-01
"massachusetts","1932","july",6057,1932-07-01
"michigan","1932","july",7446,1932-07-01
"minnesota","1932","july",4085,1932-07-01
"mississippi","1932","july",3692,1932-07-01
"missouri","1932","july",5045,1932-07-01
"montana","1932","july",756,1932-07-01
"nebraskaa","1932","july",2081,1932-07-01
"nevada","1932","july",107,1932-07-01
"new hampshire","1932","july",688,1932-07-01
"new jersey","1932","july",5354,1932-07-01
"new mexico","1932","july",1096,1932-07-01
"new york","1932","july",17375,1932-07-01
"north carolina","1932","july",6336,1932-07-01
"north dakota","1932","july",1211,1932-07-01
"ohio","1932","july",8564,1932-07-01
"oklahoma","1932","july",3387,1932-07-01
"oregon","1932","july",1174,1932-07-01
"pennsylvania","1932","july",14449,1932-07-01
"rhode island","1932","july",1005,1932-07-01
"south carolina","1932","july",3486,1932-07-01
"south dakota","1932","july",1125,1932-07-01
"tennessee","1932","july",4140,1932-07-01
"texas","1932","july",NA,1932-07-01
"utah","1932","july",1048,1932-07-01
"vermont","1932","july",528,1932-07-01
"virginia","1932","july",4487,1932-07-01
"washington","1932","july",1926,1932-07-01
"west virginia","1932","july",3074,1932-07-01
"wisconsin","1932","july",4604,1932-07-01
"wyoming","1932","july",392,1932-07-01
"alabama","1932","aug",5284,1932-08-01
"alaska","1932","aug",NA,1932-08-01
"arizona","1932","aug",700,1932-08-01
"arkansas","1932","aug",3242,1932-08-01
"california","1932","aug",6949,1932-08-01
"colorado","1932","aug",1479,1932-08-01
"connecticut","1932","aug",2091,1932-08-01
"delaware","1932","aug",357,1932-08-01
"district of columbia","1932","aug",888,1932-08-01
"florida","1932","aug",2435,1932-08-01
"georgia","1932","aug",5464,1932-08-01
"hawaii","1932","aug",NA,1932-08-01
"idaho","1932","aug",718,1932-08-01
"illinois","1932","aug",10326,1932-08-01
"indiana","1932","aug",4699,1932-08-01
"iowa","1932","aug",3676,1932-08-01
"kansas","1932","aug",2899,1932-08-01
"kentucky","1932","aug",4941,1932-08-01
"louisiana","1932","aug",3981,1932-08-01
"maine","1932","aug",1456,1932-08-01
"maryland","1932","aug",2576,1932-08-01
"massachusetts","1932","aug",5978,1932-08-01
"michigan","1932","aug",7651,1932-08-01
"minnesota","1932","aug",4250,1932-08-01
"mississippi","1932","aug",4078,1932-08-01
"missouri","1932","aug",5457,1932-08-01
"montana","1932","aug",796,1932-08-01
"nebraskaa","1932","aug",2195,1932-08-01
"nevada","1932","aug",100,1932-08-01
"new hampshire","1932","aug",733,1932-08-01
"new jersey","1932","aug",5531,1932-08-01
"new mexico","1932","aug",1070,1932-08-01
"new york","1932","aug",17505,1932-08-01
"north carolina","1932","aug",6851,1932-08-01
"north dakota","1932","aug",1205,1932-08-01
"ohio","1932","aug",9023,1932-08-01
"oklahoma","1932","aug",3581,1932-08-01
"oregon","1932","aug",1131,1932-08-01
"pennsylvania","1932","aug",14839,1932-08-01
"rhode island","1932","aug",972,1932-08-01
"south carolina","1932","aug",3663,1932-08-01
"south dakota","1932","aug",1163,1932-08-01
"tennessee","1932","aug",4386,1932-08-01
"texas","1932","aug",NA,1932-08-01
"utah","1932","aug",1023,1932-08-01
"vermont","1932","aug",509,1932-08-01
"virginia","1932","aug",4712,1932-08-01
"washington","1932","aug",1925,1932-08-01
"west virginia","1932","aug",3286,1932-08-01
"wisconsin","1932","aug",4672,1932-08-01
"wyoming","1932","aug",350,1932-08-01
"alabama","1932","sep",5297,1932-09-01
"alaska","1932","sep",NA,1932-09-01
"arizona","1932","sep",709,1932-09-01
"arkansas","1932","sep",3322,1932-09-01
"california","1932","sep",6786,1932-09-01
"colorado","1932","sep",1478,1932-09-01
"connecticut","1932","sep",1943,1932-09-01
"delaware","1932","sep",371,1932-09-01
"district of columbia","1932","sep",834,1932-09-01
"florida","1932","sep",2321,1932-09-01
"georgia","1932","sep",5477,1932-09-01
"hawaii","1932","sep",NA,1932-09-01
"idaho","1932","sep",751,1932-09-01
"illinois","1932","sep",9517,1932-09-01
"indiana","1932","sep",4641,1932-09-01
"iowa","1932","sep",3537,1932-09-01
"kansas","1932","sep",2787,1932-09-01
"kentucky","1932","sep",4957,1932-09-01
"louisiana","1932","sep",3940,1932-09-01
"maine","1932","sep",1274,1932-09-01
"maryland","1932","sep",2505,1932-09-01
"massachusetts","1932","sep",5625,1932-09-01
"michigan","1932","sep",7279,1932-09-01
"minnesota","1932","sep",3859,1932-09-01
"mississippi","1932","sep",4188,1932-09-01
"missouri","1932","sep",5229,1932-09-01
"montana","1932","sep",789,1932-09-01
"nebraskaa","1932","sep",2049,1932-09-01
"nevada","1932","sep",104,1932-09-01
"new hampshire","1932","sep",668,1932-09-01
"new jersey","1932","sep",5135,1932-09-01
"new mexico","1932","sep",986,1932-09-01
"new york","1932","sep",16319,1932-09-01
"north carolina","1932","sep",6955,1932-09-01
"north dakota","1932","sep",1231,1932-09-01
"ohio","1932","sep",8603,1932-09-01
"oklahoma","1932","sep",3606,1932-09-01
"oregon","1932","sep",1052,1932-09-01
"pennsylvania","1932","sep",14161,1932-09-01
"rhode island","1932","sep",942,1932-09-01
"south carolina","1932","sep",3658,1932-09-01
"south dakota","1932","sep",1152,1932-09-01
"tennessee","1932","sep",4396,1932-09-01
"texas","1932","sep",NA,1932-09-01
"utah","1932","sep",1047,1932-09-01
"vermont","1932","sep",487,1932-09-01
"virginia","1932","sep",4714,1932-09-01
"washington","1932","sep",1719,1932-09-01
"west virginia","1932","sep",3223,1932-09-01
"wisconsin","1932","sep",4431,1932-09-01
"wyoming","1932","sep",367,1932-09-01
"alabama","1932","oct",5271,1932-10-01
"alaska","1932","oct",NA,1932-10-01
"arizona","1932","oct",637,1932-10-01
"arkansas","1932","oct",3318,1932-10-01
"california","1932","oct",6447,1932-10-01
"colorado","1932","oct",1371,1932-10-01
"connecticut","1932","oct",1993,1932-10-01
"delaware","1932","oct",364,1932-10-01
"district of columbia","1932","oct",885,1932-10-01
"florida","1932","oct",2441,1932-10-01
"georgia","1932","oct",5582,1932-10-01
"hawaii","1932","oct",NA,1932-10-01
"idaho","1932","oct",707,1932-10-01
"illinois","1932","oct",9430,1932-10-01
